# Copyright (c) 2012, ClearCanvas Inc.
# All rights reserved.
# http://www.clearcanvas.ca
#
# generated from DICOM standard
# columns are in the same order as parameters to the DicomTag constructor
# eg. tag;name;varName;vr;isMultiVrTag;vmLow;vmHigh;isRetired
#
528730;SOP Classes Supported;SopClassesSupported;UI;False;1;4294967295;False
528736;Referenced Frame Number;ReferencedFrameNumber;IS;False;1;4294967295;False
528737;Simple Frame List;SimpleFrameList;UL;False;1;4294967295;False
528738;Calculated Frame List;CalculatedFrameList;UL;False;3;4294967295;False
528739;Time Range;TimeRange;FD;False;2;2;False
528740;Frame Extraction Sequence;FrameExtractionSequence;SQ;False;1;1;False
528743;Multi-Frame Source SOP Instance UID;MultiFrameSourceSopInstanceUid;UI;False;1;1;False
528789;Transaction UID;TransactionUid;UI;False;1;1;False
528791;Failure Reason;FailureReason;US;False;1;1;False
528792;Failed SOP Sequence;FailedSopSequence;SQ;False;1;1;False
528793;Referenced SOP Sequence;ReferencedSopSequence;SQ;False;1;1;False
528896;Studies Containing Other Referenced Instances Sequence;StudiesContainingOtherReferencedInstancesSequence;SQ;False;1;1;False
528976;Related Series Sequence;RelatedSeriesSequence;SQ;False;1;1;False
532752;Lossy Image Compression (Retired);LossyImageCompressionRetired;CS;False;1;1;True
532753;Derivation Description;DerivationDescription;ST;False;1;1;False
532754;Source Image Sequence;SourceImageSequence;SQ;False;1;1;False
532768;Stage Name;StageName;SH;False;1;1;False
532770;Stage Number;StageNumber;IS;False;1;1;False
532772;Number of Stages;NumberOfStages;IS;False;1;1;False
532775;View Name;ViewName;SH;False;1;1;False
532776;View Number;ViewNumber;IS;False;1;1;False
532777;Number of Event Timers;NumberOfEventTimers;IS;False;1;1;False
532778;Number of Views in Stage;NumberOfViewsInStage;IS;False;1;1;False
532784;Event Elapsed Time(s);EventElapsedTimes;DS;False;1;4294967295;False
532786;Event Timer Name(s);EventTimerNames;LO;False;1;4294967295;False
532787;Event Timer Sequence;EventTimerSequence;SQ;False;1;1;False
532788;Event Time Offset;EventTimeOffset;FD;False;1;1;False
532789;Event Code Sequence;EventCodeSequence;SQ;False;1;1;False
532802;Start Trim;StartTrim;IS;False;1;1;False
532803;Stop Trim;StopTrim;IS;False;1;1;False
532804;Recommended Display Frame Rate;RecommendedDisplayFrameRate;IS;False;1;1;False
532992;Transducer Position;TransducerPositionRetired;CS;False;1;1;True
532996;Transducer Orientation;TransducerOrientationRetired;CS;False;1;1;True
533000;Anatomic Structure;AnatomicStructureRetired;CS;False;1;1;True
533016;Anatomic Region Sequence;AnatomicRegionSequence;SQ;False;1;1;False
533024;Anatomic Region Modifier Sequence;AnatomicRegionModifierSequence;SQ;False;1;1;False
533032;Primary Anatomic Structure Sequence;PrimaryAnatomicStructureSequence;SQ;False;1;1;False
533033;Anatomic Structure, Space or Region Sequence;AnatomicStructureSpaceOrRegionSequence;SQ;False;1;1;False
533040;Primary Anatomic Structure Modifier Sequence;PrimaryAnatomicStructureModifierSequence;SQ;False;1;1;False
533056;Transducer Position Sequence;TransducerPositionSequenceRetired;SQ;False;1;1;True
533058;Transducer Position Modifier Sequence;TransducerPositionModifierSequenceRetired;SQ;False;1;1;True
533060;Transducer Orientation Sequence;TransducerOrientationSequenceRetired;SQ;False;1;1;True
533062;Transducer Orientation Modifier Sequence;TransducerOrientationModifierSequenceRetired;SQ;False;1;1;True
533073;Anatomic Structure Space Or Region Code Sequence (Trial);AnatomicStructureSpaceOrRegionCodeSequenceTrialRetired;SQ;False;1;1;True
533075;Anatomic Portal Of Entrance Code Sequence (Trial);AnatomicPortalOfEntranceCodeSequenceTrialRetired;SQ;False;1;1;True
533077;Anatomic Approach Direction Code Sequence (Trial);AnatomicApproachDirectionCodeSequenceTrialRetired;SQ;False;1;1;True
533078;Anatomic Perspective Description (Trial);AnatomicPerspectiveDescriptionTrialRetired;ST;False;1;1;True
533079;Anatomic Perspective Code Sequence (Trial);AnatomicPerspectiveCodeSequenceTrialRetired;SQ;False;1;1;True
533080;Anatomic Location Of Examining Instrument Description (Trial);AnatomicLocationOfExaminingInstrumentDescriptionTrialRetired;ST;False;1;1;True
533081;Anatomic Location Of Examining Instrument Code Sequence (Trial);AnatomicLocationOfExaminingInstrumentCodeSequenceTrialRetired;SQ;False;1;1;True
533082;Anatomic Structure Space Or Region Modifier Code Sequence (Trial);AnatomicStructureSpaceOrRegionModifierCodeSequenceTrialRetired;SQ;False;1;1;True
533084;OnAxis Background Anatomic Structure Code Sequence (Trial);OnaxisBackgroundAnatomicStructureCodeSequenceTrialRetired;SQ;False;1;1;True
536577;Alternate Representation Sequence;AlternateRepresentationSequence;SQ;False;1;1;False
536592;Irradiation Event UID;IrradiationEventUid;UI;False;1;1;False
540672;Identifying Comments;IdentifyingCommentsRetired;LT;False;1;1;True
561159;Frame Type;FrameType;CS;False;4;4;False
561298;Referenced Image Evidence Sequence;ReferencedImageEvidenceSequence;SQ;False;1;1;False
561441;Referenced Raw Data Sequence;ReferencedRawDataSequence;SQ;False;1;1;False
561443;Creator-Version UID;CreatorVersionUid;UI;False;1;1;False
561444;Derivation Image Sequence;DerivationImageSequence;SQ;False;1;1;False
561492;Source Image Evidence Sequence;SourceImageEvidenceSequence;SQ;False;1;1;False
561669;Pixel Presentation;PixelPresentation;CS;False;1;1;False
561670;Volumetric Properties;VolumetricProperties;CS;False;1;1;False
561671;Volume Based Calculation Technique;VolumeBasedCalculationTechnique;CS;False;1;1;False
561672;Complex Image Component;ComplexImageComponent;CS;False;1;1;False
561673;Acquisition Contrast;AcquisitionContrast;CS;False;1;1;False
561685;Derivation Code Sequence;DerivationCodeSequence;SQ;False;1;1;False
561719;Referenced Presentation State Sequence;ReferencedPresentationStateSequence;SQ;False;1;1;False
562192;Referenced Other Plane Sequence;ReferencedOtherPlaneSequence;SQ;False;1;1;False
562264;Frame Display Sequence;FrameDisplaySequence;SQ;False;1;1;False
562265;Recommended Display Frame Rate in Float;RecommendedDisplayFrameRateInFloat;FL;False;1;1;False
562272;Skip Frame Range Flag;SkipFrameRangeFlag;CS;False;1;1;False
1048592;Patient's Name;PatientsName;PN;False;1;1;False
1048608;Patient ID;PatientId;LO;False;1;1;False
1048609;Issuer of Patient ID;IssuerOfPatientId;LO;False;1;1;False
1048610;Type of Patient ID;TypeOfPatientId;CS;False;1;1;False
1048612;Issuer of Patient ID Qualifiers Sequence;IssuerOfPatientIdQualifiersSequence;SQ;False;1;1;False
1048624;Patient's Birth Date;PatientsBirthDate;DA;False;1;1;False
1048626;Patient's Birth Time;PatientsBirthTime;TM;False;1;1;False
1048640;Patient's Sex;PatientsSex;CS;False;1;1;False
1048656;Patient's Insurance Plan Code Sequence;PatientsInsurancePlanCodeSequence;SQ;False;1;1;False
1048833;Patient's Primary Language Code Sequence;PatientsPrimaryLanguageCodeSequence;SQ;False;1;1;False
1048834;Patient's Primary Language Modifier Code Sequence;PatientsPrimaryLanguageModifierCodeSequence;SQ;False;1;1;False
1052672;Other Patient IDs;OtherPatientIds;LO;False;1;4294967295;False
1052673;Other Patient Names;OtherPatientNames;PN;False;1;4294967295;False
1052674;Other Patient IDs Sequence;OtherPatientIdsSequence;SQ;False;1;1;False
1052677;Patient's Birth Name;PatientsBirthName;PN;False;1;1;False
1052688;Patient's Age;PatientsAge;AS;False;1;1;False
1052704;Patient's Size;PatientsSize;DS;False;1;1;False
1052705;Patient's Size Code Sequence;PatientsSizeCodeSequence;SQ;False;1;1;False
1052720;Patient's Weight;PatientsWeight;DS;False;1;1;False
1052736;Patient's Address;PatientsAddress;LO;False;1;1;False
1052752;Insurance Plan Identification;InsurancePlanIdentificationRetired;LO;False;1;4294967295;True
1052768;Patient's Mother's Birth Name;PatientsMothersBirthName;PN;False;1;1;False
1052800;Military Rank;MilitaryRank;LO;False;1;1;False
1052801;Branch of Service;BranchOfService;LO;False;1;1;False
1052816;Medical Record Locator;MedicalRecordLocator;LO;False;1;1;False
1056768;Medical Alerts;MedicalAlerts;LO;False;1;4294967295;False
1057040;Allergies;Allergies;LO;False;1;4294967295;False
1057104;Country of Residence;CountryOfResidence;LO;False;1;1;False
1057106;Region of Residence;RegionOfResidence;LO;False;1;1;False
1057108;Patient's Telephone Numbers;PatientsTelephoneNumbers;SH;False;1;4294967295;False
1057120;Ethnic Group;EthnicGroup;SH;False;1;1;False
1057152;Occupation;Occupation;SH;False;1;1;False
1057184;Smoking Status;SmokingStatus;CS;False;1;1;False
1057200;Additional Patient History;AdditionalPatientHistory;LT;False;1;1;False
1057216;Pregnancy Status;PregnancyStatus;US;False;1;1;False
1057232;Last Menstrual Date;LastMenstrualDate;DA;False;1;1;False
1057264;Patient's Religious Preference;PatientsReligiousPreference;LO;False;1;1;False
1057281;Patient Species Description;PatientSpeciesDescription;LO;False;1;1;False
1057282;Patient Species Code Sequence;PatientSpeciesCodeSequence;SQ;False;1;1;False
1057283;Patient's Sex Neutered;PatientsSexNeutered;CS;False;1;1;False
1057296;Anatomical Orientation Type;AnatomicalOrientationType;CS;False;1;1;False
1057426;Patient Breed Description;PatientBreedDescription;LO;False;1;1;False
1057427;Patient Breed Code Sequence;PatientBreedCodeSequence;SQ;False;1;1;False
1057428;Breed Registration Sequence;BreedRegistrationSequence;SQ;False;1;1;False
1057429;Breed Registration Number;BreedRegistrationNumber;LO;False;1;1;False
1057430;Breed Registry Code Sequence;BreedRegistryCodeSequence;SQ;False;1;1;False
1057431;Responsible Person;ResponsiblePerson;PN;False;1;1;False
1057432;Responsible Person Role;ResponsiblePersonRole;CS;False;1;1;False
1057433;Responsible Organization;ResponsibleOrganization;LO;False;1;1;False
1064960;Patient Comments;PatientComments;LT;False;1;1;False
1086513;Examined Body Thickness;ExaminedBodyThickness;FL;False;1;1;False
1179664;Clinical Trial Sponsor Name;ClinicalTrialSponsorName;LO;False;1;1;False
1179680;Clinical Trial Protocol ID;ClinicalTrialProtocolId;LO;False;1;1;False
1179681;Clinical Trial Protocol Name;ClinicalTrialProtocolName;LO;False;1;1;False
1179696;Clinical Trial Site ID;ClinicalTrialSiteId;LO;False;1;1;False
1179697;Clinical Trial Site Name;ClinicalTrialSiteName;LO;False;1;1;False
1179712;Clinical Trial Subject ID;ClinicalTrialSubjectId;LO;False;1;1;False
1179714;Clinical Trial Subject Reading ID;ClinicalTrialSubjectReadingId;LO;False;1;1;False
1179728;Clinical Trial Time Point ID;ClinicalTrialTimePointId;LO;False;1;1;False
1179729;Clinical Trial Time Point Description;ClinicalTrialTimePointDescription;ST;False;1;1;False
1179744;Clinical Trial Coordinating Center Name;ClinicalTrialCoordinatingCenterName;LO;False;1;1;False
1179746;Patient Identity Removed;PatientIdentityRemoved;CS;False;1;1;False
1179747;De-identification Method;DeIdentificationMethod;LO;False;1;4294967295;False
1179748;De-identification Method Code Sequence;DeIdentificationMethodCodeSequence;SQ;False;1;1;False
1179761;Clinical Trial Series ID;ClinicalTrialSeriesId;LO;False;1;1;False
1179762;Clinical Trial Series Description;ClinicalTrialSeriesDescription;LO;False;1;1;False
1179777;Clinical Trial Protocol Ethics Committee Name;ClinicalTrialProtocolEthicsCommitteeName;LO;False;1;1;False
1179778;Clinical Trial Protocol Ethics Committee Approval Number;ClinicalTrialProtocolEthicsCommitteeApprovalNumber;LO;False;1;1;False
1179779;Consent for Clinical Trial Use Sequence;ConsentForClinicalTrialUseSequence;SQ;False;1;1;False
1179780;Distribution Type;DistributionType;CS;False;1;1;False
1179781;Consent for Distribution Flag;ConsentForDistributionFlag;CS;False;1;1;False
1310755;CAD File Format;CadFileFormat;ST;False;1;4294967295;False
1310756;Component Reference System;ComponentReferenceSystem;ST;False;1;4294967295;False
1310757;Component Manufacturing Procedure;ComponentManufacturingProcedure;ST;False;1;4294967295;False
1310760;Component Manufacturer;ComponentManufacturer;ST;False;1;4294967295;False
1310768;Material Thickness;MaterialThickness;DS;False;1;4294967295;False
1310770;Material Pipe Diameter;MaterialPipeDiameter;DS;False;1;4294967295;False
1310772;Material Isolation Diameter;MaterialIsolationDiameter;DS;False;1;4294967295;False
1310786;Material Grade;MaterialGrade;ST;False;1;4294967295;False
1310788;Material Properties File ID;MaterialPropertiesFileId;ST;False;1;4294967295;False
1310789;Material Properties File Format;MaterialPropertiesFileFormat;ST;False;1;4294967295;False
1310790;Material Notes;MaterialNotes;LT;False;1;1;False
1310800;Component Shape;ComponentShape;CS;False;1;1;False
1310802;Curvature Type;CurvatureType;CS;False;1;1;False
1310804;Outer Diameter;OuterDiameter;DS;False;1;1;False
1310806;Inner Diameter;InnerDiameter;DS;False;1;1;False
1314832;Actual Environmental Conditions;ActualEnvironmentalConditions;ST;False;1;1;False
1314848;Expiry Date;ExpiryDate;DA;False;1;1;False
1314880;Environmental Conditions;EnvironmentalConditions;ST;False;1;1;False
1318914;Evaluator Sequence;EvaluatorSequence;SQ;False;1;1;False
1318916;Evaluator Number;EvaluatorNumber;IS;False;1;1;False
1318918;Evaluator Name;EvaluatorName;PN;False;1;1;False
1318920;Evaluation Attempt;EvaluationAttempt;IS;False;1;1;False
1318930;Indication Sequence;IndicationSequence;SQ;False;1;1;False
1318932;Indication Number;IndicationNumber;IS;False;1;1;False
1318934;Indication Label;IndicationLabel;SH;False;1;1;False
1318936;Indication Description;IndicationDescription;ST;False;1;1;False
1318938;Indication Type;IndicationType;CS;False;1;4294967295;False
1318940;Indication Disposition;IndicationDisposition;CS;False;1;1;False
1318942;Indication ROI Sequence;IndicationRoiSequence;SQ;False;1;1;False
1318960;Indication Physical Property Sequence;IndicationPhysicalPropertySequence;SQ;False;1;1;False
1318962;Property Label;PropertyLabel;SH;False;1;1;False
1319426;Coordinate System Number of Axes;CoordinateSystemNumberOfAxes;IS;False;1;1;False
1319428;Coordinate System Axes Sequence;CoordinateSystemAxesSequence;SQ;False;1;1;False
1319430;Coordinate System Axis Description;CoordinateSystemAxisDescription;ST;False;1;1;False
1319432;Coordinate System Data Set Mapping;CoordinateSystemDataSetMapping;CS;False;1;1;False
1319434;Coordinate System Axis Number;CoordinateSystemAxisNumber;IS;False;1;1;False
1319436;Coordinate System Axis Type;CoordinateSystemAxisType;CS;False;1;1;False
1319438;Coordinate System Axis Units;CoordinateSystemAxisUnits;CS;False;1;1;False
1319440;Coordinate System Axis Values;CoordinateSystemAxisValues;OB;False;1;1;False
1319456;Coordinate System Transform Sequence;CoordinateSystemTransformSequence;SQ;False;1;1;False
1319458;Transform Description;TransformDescription;ST;False;1;1;False
1319460;Transform Number of Axes;TransformNumberOfAxes;IS;False;1;1;False
1319462;Transform Order of Axes;TransformOrderOfAxes;IS;False;1;4294967295;False
1319464;Transformed Axis Units;TransformedAxisUnits;CS;False;1;1;False
1319466;Coordinate System Transform Rotation and Scale Matrix;CoordinateSystemTransformRotationAndScaleMatrix;DS;False;1;4294967295;False
1319468;Coordinate System Transform Translation Matrix;CoordinateSystemTransformTranslationMatrix;DS;False;1;4294967295;False
1323025;Internal Detector Frame Time;InternalDetectorFrameTime;DS;False;1;1;False
1323026;Number of Frames Integrated;NumberOfFramesIntegrated;DS;False;1;1;False
1323040;Detector Temperature Sequence;DetectorTemperatureSequence;SQ;False;1;1;False
1323042;Sensor Name;SensorName;DS;False;1;1;False
1323044;Horizontal Offset of Sensor;HorizontalOffsetOfSensor;DS;False;1;1;False
1323046;Vertical Offset of Sensor;VerticalOffsetOfSensor;DS;False;1;1;False
1323048;Sensor Temperature;SensorTemperature;DS;False;1;1;False
1323072;Dark Current Sequence;DarkCurrentSequence;SQ;False;1;1;False
1323088;Dark Current Counts;DarkCurrentCounts;OB;True;1;1;False
1323104;Gain Correction Reference Sequence;GainCorrectionReferenceSequence;SQ;False;1;1;False
1323120;Air Counts;AirCounts;OB;True;1;1;False
1323121;KV Used in Gain Calibration;KvUsedInGainCalibration;DS;False;1;1;False
1323122;MA Used in Gain Calibration;MaUsedInGainCalibration;DS;False;1;1;False
1323123;Number of Frames Used for Integration;NumberOfFramesUsedForIntegration;DS;False;1;1;False
1323124;Filter Material Used in Gain Calibration;FilterMaterialUsedInGainCalibration;LO;False;1;1;False
1323125;Filter Thickness Used in Gain Calibration;FilterThicknessUsedInGainCalibration;DS;False;1;1;False
1323126;Date of Gain Calibration;DateOfGainCalibration;DA;False;1;1;False
1323127;Time of Gain Calibration;TimeOfGainCalibration;TM;False;1;1;False
1323136;Bad Pixel Image;BadPixelImage;OB;False;1;1;False
1323161;Calibration Notes;CalibrationNotes;LT;False;1;1;False
1327106;Pulser Equipment Sequence;PulserEquipmentSequence;SQ;False;1;1;False
1327108;Pulser Type;PulserType;CS;False;1;1;False
1327110;Pulser Notes;PulserNotes;LT;False;1;1;False
